"courseCode","courseName","courseCredit","courseCategory","courseAvailability","descriptions","created_at","updated_at"
"LMCP1572","BIOETIKA UNTUK KESEJAHTERAAN MANUSIA","2","C5","","Perkembangan teknik dan produk dalam bidang biosains dan bioperubatan berlaku dengan amat pesat sekali di seluruh dunia dan Malaysia sendiri. Samada kita sedar atau tidak, pelbagai teknik dan produk biosains dan bioperubatan telah digunakan. Mungkin kerana kecanggihan teknologinya dan kerana isu-isu yang berkaitan dengan produk teknologi ini yang dianggap sebagai kompleks, timbul banyak isu-isu bioetika yang kontroversil mengenainya. Kursus ini adalah bertujuan untuk memberi kefahaman asas mengenai teknik-teknik biosains dan bioperubatan, aplikasi, faedah, risiko dan aspek etika serta pengawalannya. Pendedahan mengenai teori-teori moral/etika dan perspektif agama dan bagaimana menggunakannya dalam menangani isu-isu etika berkaitan sesuatu aplikasi biosains dan bioperubatan akan turut diberikan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pembelajaran berasaskan masalah dan berasaskan pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1582","DATA RAYA UNTUK MASYARAKAT","2","C5","","Kursus ini membina pengetahuan asas berkaitan data raya untuk masyarakat. Kursus ini bertujuan untuk membincangkan asas data raya termasuk sifat-sifat data raya (volume, variety and velocity), sumber data raya (seperti media sosial, data sensor, data geospatial dan lain-lain), dan bagaimana data raya ini boleh digunakan bagi faedah dalam masyarakat. Penekanan akan diberi ke atas pengumpulan, penapisan dan penganalisaan data raya melalui beberapa siri lawatan ke sumber-sumber data raya. Pengetahuan asas berkaitan visualisasi dan persembahan hasilan bagi tujuan data raya masyarakat juga akan diterapkan dalam kursus ini. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk Pembelajaran Berasaskan Masalah dan Pembelajaran Berasaskan Pengalaman.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1592","PEMBANGUNAN DAN ALAM SEKITAR","2","C5","","Kursus ini bertujuan mengupas aspek kelestarian ekonomi dalam kerangka pembangunan lestari. Ia memberikan tumpuan kepada aspek hubungkait pembangunan ekonomi dan alam sekitar serta sumber asli, mengkaji ketidaklestarian dan degradasi alam sekitar akibat aktiviti pembangunan, dan mengambil kira faktor alam sekitar dan kelestarian ekonomi dalam perancangan dan pembangunan ekonomi. Kursus ini berkisar pada konsep, teori serta pendekatan pembangunan dan kelestarian.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1602","PENDIDIKAN KANAK-KANAK OLEH IBU BAPA DALAM IS","2","C6","","Matlamat kursus ini ialah mendedahkan pelajar yang akan menjadi ibu bapa mengenai pendidikan kanak-kanak yang sistematik untuk membina jenerasi pewaris yang hebat. Termasuk dalam kursus ini ialah nas-nas kenapa ibu bapa mesti mendidik anak-anak mereka secara sistematik, kaedah-kaedah mendidik bayi, kanak-kanak dan anak yang mula membesar berumur dari 0 hingga 5 tahun. Pendidikan yang dimaksudkan termasuklah dari segi pengetahuan, akhlak, keimanan, ibadah dan kemahiran. Termasuk juga mengajar kanak-kanak membaca, matematik dan sains semenjak lahir.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1612","ISLAM DAN PSIKOLOGI","2","C6","","Kursus ini membincangkan Islam dan Psikologi dalam hidup seseorang manusia. Perbincangan asas dalam kursus ini menyentuh keseimbangan aspek ruh, hati dan jasad dalam melengkapkan elemen diri yang sejahtera. Prinsip dan asas dalam hidup seseorang, termasuk tingkahlaku, personaliti, emosi dan motivasi turut dibincangkan secara umum di dalam kursus ini melalui perspektif Islam dan Psikologi. Selain itu, kursus ini juga menyentuh sedikit sebanyak realiti dilemma manusia hari ini dalam mencari erti bahagia, khususnya dalam kehidupan seharian. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk perkongsian pengalaman pembelajaran, pembelajaran berdasarkan masalah dan kes, serta pembelajaran berpaksikan hasilan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1632","RUMAH DAN ANDA","2","C6","","Rumah adalah keperluan asas manusia dan merupakan antara pelaburan terbesar dalam kehidupan seseorang. Kursus ini memberi kesedaran kepada pemilikan rumah, senario industri perumahan negara dan penerimaan rumah yang berkualiti. Pengetahuan asas teknikal berkaitan bangunan (rumah) yang perlu diketahui oleh masyarakat umum, terutamanya semasa serahan kunci unit rumah turut diberikan dalam kursus ini. Pengajaran dan pembelajaran dilaksanakan dalam bentuk atas-talian, pengalaman pembelajaran dan pembelajaran berasaskan masalah.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1642","SENI KONVOI BERMOTOSIKAL","2","C6","","Konvoi bermotosikal merupakan satu aktiviti riadah yang semakin mendapat tempat di Malaysia. Ia memaparkan gaya hidup sihat disampingkan dapat meningkatkan jaringan perhubungan secara profesional dikalangan ahli-ahli kelab motosikal. Kursus ini memberi pendedahan terhadap seni konvoi bermotosikal melalui aktiviti berkonvoi dan pengurusan konvoi secara umum. Tugas-tugas pihak berkepentingan seperti kumpulan motosikal, polis, masyarakat dan khidmat sokongan teknikal didedahkan melalui kursus ini. Kaedah penyampaian adalah melalui syarahan, kuliah interaktif dan kerja lapangan. Di akhir kursus, pelajar berupaya melakukan aktiviti konvoi bermotosikal yang memberi manfaat kepada masyarakat umum.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP1652","PERSONALITI DAN KEHIDUPAN","2","C6","","Personaliti adalah perwatakan individu yang ditampilkan melalui pemikiran, sikap dan tingkahlaku individu. Personaliti individu boleh dipengaruhi oleh elemen-elemen dalaman seperti pewarisan dan juga elemen-elemen luaran seperti termasuk persekitaran, pendidikan, sosialisasi, norma budaya dan agama serta banyak lagi. Bersandarkan kepada pengalaman sebenar dan kajian-kajian ilmiah, pelajar-pelajar akan didedahkan kepada konsep asas perbezaan individu dari perspektif personaliti, pendekatan idiografik dan nomotetik dalam kajian personaliti, struktur dan dimensi personaliti, model-model personaliti, mekanisma pembinaan dan perkembangan personaliti, serta faktor-faktor dalaman dan luaran yang mempengaruhi pembentukan personaliti. Peranan dan sumbangan personaliti sebagai anteseden, perantara dan moderator akan diterangkan dan dibincangkan bagi menunjukkan kedinamikan dan kefungsian personaliti dalam kehidupan manusia.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP2012","LIGHTS, CAMERA, ACTION","2","C2","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP2022","PENYELIDIKAN & PEMBANGUNAN","2","C3","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP2502","PENGANGKUTAN BANDAR","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP2512","PERTANIAN DALAM BANDAR : HIDROPONIK","2","C5","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCP3313","PENGURUSAN PENYELIDIKAN SAINS","3","C3","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1052","PEMBANGUNAN DIRI I","2","C3","","Kursus ini menyediakan pelajar dengan pengetahuan mengenai pembangunan diri yang mendasari pembentukan anggota organisasi, masyarakat dan warganegara yang terbilang. Kursus ini mencakupi tiga tahap pembangunan diri bermula di peringkat individu, masyarakat dan seterusnya di peringkat Negara dan global. Secara umumnya kursus ini dapat memastikan pelajar memperoleh pelbagai kemahiran insaniah. Secara khususnya penekanan akan diberikan kepada (1) komunikasi yang berkesan dalam pelbagai situasi, (2) kemahiran pemikiran kritis, penyelesaian masalah dan pendekatan saintifik, (3) kemahiran kepimpinan dan kerja berpasukan, dan (4) kemahiran pengurusan maklumat dan pembelajaran sepanjang hayat.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1062","PEMBANGUNAN DIRI II","2","C3","","Kursus ini bertujuan memberi pendedahan dan melatih pelajar meningkatkan empat kemahiran pembangunan pelajar iaitu (1) komunikasi yang berkesan dalam pelbagai situasi, (2) kemahiran pemikiran kritikal, penyelesaian masalah dan pendekatan saintifik, (3) kemahiran kepimpinan dan kerja berpasukan, dan (4) kemahiran pengurusan maklumat dan pembelajaran sepanjang hayat. Pelajar dilatih mengaplikasikan empat kemahiran tersebut melalui pelaksanaan mengggunakan mod kontrak pembelajaran berasaskan projek, aktiviti dan khidmat yang dilakukan secara berkumpulan. Pelajar dikehendaki mengaplikasikan ke empat-empat kemahiran tersebut secara praktikal bagi mengukuhkan dan memantapkan elemen-elemen kemahiran pembangunan diri dalam diri mereka. Keperluan aspek praktikal ini akan melahirkan pelajar yang holistik yang dapat menyumbang kepada masyarakat dan organisasi.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1102","KESUKARELAWANAN KHIDMAT BAKTI","2","C1","","Kesukarelawanan Khidmat Bakti ini bertujuan memperkenalkan kepada para pelajar amalan dalam mengorganisasi program/ aktiviti secara sukarela dalam masyarakat pelbagai etnik. Penekanan akan diberikan kepada teori dan amalan dalam mengorganisasi program/aktiviti secara sukarela, isu, permasalahan dan cabaran kerja sukarela dalam tranformasi sosial. Aktiviti pembelajaran merangkumi latihan dalam kumpulan, simulasi, penulisan dokumen rasmi dan kerja lapangan dalam masyarakat pelbagai etnik.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1142","AKAL BUDI MELAYU","2","C1","","Secara amnya, kursus ini menekankan empat bidang utama yang berkaitan dengan akal budi Melayu, iaitu bahasa dan Linguistik, Kesusasteraan, Falsafah/ Epistemologi dan Manuskrip Klasik. Pelajar akan didedahkan dengan konsep, teori dan latar belakang tentang bidang-bidang yang berkenaan, yang sangat berkaitan dengan akal budi Melayu, termasuk bidang sains dan teknologi. Justeru pelajar akan dapat mengaitkan ilmu-ilmu yang ditekuni dengan akal budi Melayu dalam usaha membentuk sebuah generasi yang mempunyai jati diri kebangsaan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1152","DIALOG PERADABAN","2","C1","","Kursus ini membincangkan dialog peradaban yang menjadi keperluan dalam kerencaman masyarakat dunia kontemporari. Seterusnya, perbincangan dalam kursus ini menyentuh mengenai peranan agama dan nilai sepunya yang menjadi antara teras utama dalam dialog peradaban. Prinsip dalam berdialog dan etika dalam berbeza pandangan yang merupakan elemen penting dalam berdialog turut dibincangkan secara mendalam di dalam kursus ini. Begitu juga dengan masalah, isu dan halangan terhadap dialog peradaban turut dibincangkan. Selain itu, kursus ini juga menyentuh tentang realiti dialog peradaban yang berlaku dalam masyarakat dunia kontemporari, termasuk di Malaysia. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran dan pembelajaran berasaskan masalah.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1162","KESUKARELAWANAN KEMANUSIAAN UKM MERCY","2","C1","","Kursus ini bertujuan bagi membangunkan jati diri pelajar UKM sebagai seorang sukarelawan yang berteraskan nilai-nilai murni negara. Kursus ini berorientasikan akademik, latihan fizikal dan penilaian berterusan bagi melahirkan pelajar yang mempunyai pengetahuan, kemahiran, akhlak, etika, nilai dan jati diri. Melalui kursus ini, pelajar akan didedahkan dengan pengetahuan kesukarelawan, latihan fizikal, lawatan dan perkhemahan. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran, pembelajaran berasaskan masalah, dan Service Learning.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1172","ZAKAT DAN MASYARAKAT","2","C1","","Kursus ini bertujuan untuk menerangkan tentang asas sistem zakat di Malaysia. Kursus ini berorientasikan akademik, kajian lapangan dan penilaian berterusan bagimelahirkan pelajar yang mempunyai etika, nilai dan jati diri. Melalui kursus ini pelajar akan didedahkan dengan pengetahuan tanggungjawab sosial. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran dan pembelajaran berasaskan masalah (PBL).","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1182","KURSUS KHIDMAT KOMUNITI","2","C1","","","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1192","KURSUS PENGURUSAN ETNIK DAN BUDAYA","2","C1","","Kursus ini bertujuan untuk memupuk semabgat perpaduan di antara pelajar pelbagai etnik di samping menerap nilai positif dari setiap budaya dan membentuk komunikasi yang baik diantara pelajar pelbagai etnik bagi menghalang polarisasi budaya. Ia juga menjadi medium utama dalam mengetengahkan bakat pelajar dalam kebudayaan etnik masing-masing di samping memberi peluang untuk mengenali kebudayaan etnik lain bagi mewujudkan sentiment perpaduan kaum yang tinggi. Program ini akan melibatkan acara penonjolan bakat, pengurusan acara kebudayaan, aplikasi kebudayaan kepada komuniti sertarampaian budaya pelbagai etnik di dalam sesuatu acara. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran dan pendekatan praktikal.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1202","PENULISAN PANTUN KREATIF","2","C2","","Kursus ini bertujuan memupuk seni ilmu puisi Melayu tradisi seperti pantun yang semakin dilupakan penggunaannya dalam komunikasi tulisan mahupun lisan pada hari ini. Kursus ini juga berusaha untuk memupuk minat dan mempertingkatkan penguasaan kemahiran penulisan pantun melalui penerangan, perbincangan dan latihan penulisan yang terarah dan pelbagai. Penulisan pantun kreatif ini akan memberi peluang ke arah penciptaan karya penulisan kreatif yang segar dan berkualiti terutamanya untuk menyemarakkan seni bahasa komunikasi lisan dan tulisan yang lebih menarik dan bervariasi. Kursus ini berorientasikan aplikasi dan penilaian berterusan bagi melahirkan pelajar yang mempunyai kemahiran penulisan pantun kreatif yang terampil.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1212","SASTERA SIBER","2","C2","","Kursus ini bertujuan untuk memperkenalkan pelajar tentang penulisan kreatif bermutu yang disiarkan secara maya. Penilaian kursus ini bersifat berterusan. Melalui kursus ini pelajar akan didedahkan dengan pengetahuan berkaitan sastera siber, etika penulisan secara siber, plagiat di dunia maya, membina dan memantapkan bakat sastera. Pengajaran dan pembelajaran akan dilaksanakan dalam bentuk pengalaman pembelajaran di dewan kuliah, pembelajaran di luar dewan kuliah, latihan dan pembelajaran berasaskan masalah.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1222","SASTERA ALAM SEKITAR","2","C2","","Kursus ini bertujuan memperkenalkan sastera alam sekitar kepada pelajar UKM. Kursus ini merangkumi dua bidang iaitu sastera dan alam sekitar, memerlukan pelajar memahami bidang sastera dan alam sekitar serta hubungan antara kedua-duanya. Kursus ini berorientasikan akademik, penilaian berterusan dan gerak kerja di lapangan. Melalui kursus ini pelajar akan didedahkan dengan hubungan antara sastera dan alam sekitar, melahirkan kecintaan terhadap persekitaran yang terjaga dan memanfaatkan kekayaan sumber alam di dalam karya. Di akhir kursus, pelajar akan membentangkan kajian penyelidikan mereka dalam satu seminar.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1232","BAHASA KEPEMIMPINAN","2","C2","","Kursus ini bertujuan untuk memupuk ilmu tentang ciri-ciri penggunaan bahasa kepemimipinan yang mudah difahami dan yang tidak meyukarkan penerimaan maklumat yang ingin disampaikan. Kursus ini juga berusaha untuk mempertingkatkan penguasaan kemahiran berkomunikasi dalam bahasa yang dapat mengenengahkan kualiti penerampilan imej individu beserta mempertingkatkan kredibilitinya. Kursus ini berorientasikan akademik, aplikasi dan penilaian berterusan bagi melahirkan pelajar yang mempunyai kemahiran komunikasi berkepimpinan. Melalui kursus ini, pelajar akan didedahkan dengan pengetahuan ilmu penggunaan bahasa yang membawa ciri ciri kepemimpinan yang berterapkan nilai kesantunan serta kewibaan individu","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1242","PENULISAN & REKABENTUK DOKUMEN DALAM BAHASA INGGERIS","2","C2","","Kursus ini bertujuan memberi pelajar pendedahan kepada prinsip penulisan dan rekabentuk dokumen yang baik dalam bahasa Inggeris. Pelajar akan didedahkan kepada aspek bahasa, rekabentuk dokumen, aspek pembaca dan isi yang perlu bagi menghasilkan dokumen yang baik dalam konteks tertentu. Kursus ini adalah bersifat ‘hands-on’ dan berorientasikan pembelajaran secara pengalaman melalui aktiviti dalam dan luar kelas serta projek berkumpulan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1252","GAYA SEBUTAN DALAM BAHASA INGGERIS","2","C2","","Kursus ini bertujuan memberi pelajar pengetahuan dan latihan dalam gaya sebutan dalam Bahasa Inggeris. Pelajar akan didedahkan kepada aspek bunyi dan prosodi bagi membantu mereka memahami dan menggunakan sebutan yang betul apabila berkomunikasi secara lisan dalam bahasa tersebut. Kursus ini adalah bersifat interaktif dan berorientasikan pembelajaran secara pengalaman. Pelbagai aktiviti audio, latihan sebutan serta lakuan dalam dan luar kelas akan dijalankan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1262","LITERASI MAKLUMAT","2","C2","","Kursus ini bertujuan memperkenalkan kepada para pelajar tentang sumber maklumat berkualiti dan terkini bagi keperluan pembelajaran, pengajaran dan penyelidikan. Tumpuan utama kursus ini adalah untuk membina kemahiran mengakses bahan dan maklumat secara berkesan daripada pelbagai jenis dan bentuk serta membimbing pelajar supaya mampu menggunakan bahan dan perkhidmatan perpustakaan dengan cekap dan berdikari. Kursus ini diadakan dalam bentuk tutorial, kerja lapangan dan pembentangan. Penekanan akan diberikan kepada komunikasi dan kerja berpasukan.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
"LMCR1272","KOMUNIKASI LISAN DALAM BAHASA MELAYU","2","C2","","Kursus ini bertujuan membimbing pelajar supaya mahir berbahasa Melayu dan berkomunikasi secara berkesan bersesuaian dengan konteks penggunaannya. Penyampaian bahasa lisan yang baik dan bertanggungjawab dengan cara memberi penekanan kepada objektif hujah dan isi. Pelajar dilatih dalam pelbagai aktiviti lisan untuk meningkatkan kemahiran berkomunikasi seperti komunikasi interpersonal, perbincangan secara berkumpulan dan pembentangan projek secara lisan. Pelajar juga akan dapat memahami aspek-aspek penting dalam menentukan keberkesanan komunikasi seperti kesantunan berbahasa, budaya berbahasa, ragam bahasa, bahasa badan dan halangan-halangan dalam komunikasi.","2022-01-26T22:21:56.000000Z","2022-01-26T22:21:56.000000Z"
